,user_id,feature_used,session_duration,engagement_score,accessibility_settings,age_group,gender,additional_attributes,user_characteristics
3375,user_699,Multilingual,110.45,5,4,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
3377,user_8382,Text-to-Speech,60.55,1,0,Professional,Female,Straight,Professional/Female/Straight
3378,user_800,Visual Aid,114.15,1,2,Teenager,Non-Binary,Person of Color,Teenager/Non-Binary/Person of Color
3379,user_1687,Visual Aid,77.27,2,4,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
3380,user_9320,Visual Aid,52.87,4,5,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
3382,user_2397,Visual Aid,19.33,1,0,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
3384,user_1963,Colorblind Mode,41.29,4,3,Adult,Female,Straight,Adult/Female/Straight
3386,user_6802,Text-to-Speech,110.67,4,2,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
3387,user_2807,Multilingual,100.52,3,1,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
3389,user_9950,Colorblind Mode,17.87,2,0,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
3392,user_2953,Visual Aid,54.94,5,4,Adult,Non-Binary,LGBTQ+,Adult/Non-Binary/LGBTQ+
3393,user_6874,Text-to-Speech,104.9,3,3,Senior,Non-Binary,Straight,Senior/Non-Binary/Straight
3396,user_7555,Multilingual,51.28,5,0,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
3398,user_2841,Text-to-Speech,10.84,3,1,Professional,Female,Straight,Professional/Female/Straight
3400,user_5625,Multilingual,43.9,2,4,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
3402,user_8273,Text-to-Speech,83.17,1,1,Senior,Female,Straight,Senior/Female/Straight
3403,user_1104,Visual Aid,90.91,2,1,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
3404,user_3343,Text-to-Speech,65.21,1,2,Senior,Non-Binary,Straight,Senior/Non-Binary/Straight
3405,user_2084,High Contrast Mode,80.13,1,4,Adult,Male,Straight,Adult/Male/Straight
3407,user_1616,Multilingual,97.14,5,1,Adult,Non-Binary,LGBTQ+,Adult/Non-Binary/LGBTQ+
3408,user_3112,High Contrast Mode,35.57,1,2,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
3409,user_5497,Text-to-Speech,20.66,4,0,Adult,Non-Binary,LGBTQ+,Adult/Non-Binary/LGBTQ+
3410,user_4260,High Contrast Mode,44.24,3,2,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
3411,user_2238,Multilingual,108.66,2,1,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
3412,user_7413,Colorblind Mode,89.32,4,0,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
3413,user_90,Visual Aid,90.87,5,1,Senior,Female,Straight,Senior/Female/Straight
3415,user_9025,Visual Aid,38.51,4,5,Professional,Male,Straight,Professional/Male/Straight
3416,user_2098,Visual Aid,45.71,5,3,Adult,Male,Straight,Adult/Male/Straight
3417,user_3504,Colorblind Mode,62.74,3,3,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
3418,user_3314,Text-to-Speech,69.29,3,5,Adult,Non-Binary,LGBTQ+,Adult/Non-Binary/LGBTQ+
3420,user_942,High Contrast Mode,38.69,4,0,Teenager,Non-Binary,Straight,Teenager/Non-Binary/Straight
3421,user_845,Text-to-Speech,17.25,3,5,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
3422,user_2721,High Contrast Mode,52.94,5,3,Senior,Non-Binary,Straight,Senior/Non-Binary/Straight
3423,user_5314,Visual Aid,106.72,2,0,Senior,Female,Straight,Senior/Female/Straight
3425,user_706,High Contrast Mode,52.79,3,2,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
3426,user_4513,Multilingual,114.01,1,4,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
3427,user_6539,Text-to-Speech,56.13,2,2,Teenager,Female,Straight,Teenager/Female/Straight
3428,user_7718,Text-to-Speech,116.78,1,5,Adult,Female,Straight,Adult/Female/Straight
3429,user_5061,Multilingual,114.05,5,4,Teenager,Male,Straight,Teenager/Male/Straight
3430,user_280,Text-to-Speech,44.45,2,0,Senior,Female,Straight,Senior/Female/Straight
3432,user_1539,Colorblind Mode,101.37,2,0,Adult,Non-Binary,LGBTQ+,Adult/Non-Binary/LGBTQ+
3433,user_8922,Visual Aid,15.56,4,1,Young Adult,Male,Straight,Young Adult/Male/Straight
3435,user_3606,Multilingual,66.99,2,2,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
3437,user_1855,Colorblind Mode,25.99,5,3,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
3439,user_5573,Colorblind Mode,48.68,4,2,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
3440,user_6613,Colorblind Mode,66.97,4,2,Professional,Non-Binary,Straight,Professional/Non-Binary/Straight
3441,user_4834,Text-to-Speech,17.57,4,4,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
3442,user_8309,Text-to-Speech,52.42,1,3,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
3443,user_3604,Visual Aid,47.57,1,0,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
3444,user_5305,High Contrast Mode,102.46,5,3,Young Adult,Male,Straight,Young Adult/Male/Straight
3445,user_6795,Multilingual,49.95,4,1,Young Adult,Female,Straight,Young Adult/Female/Straight
3446,user_2912,Multilingual,39.3,4,2,Senior,Non-Binary,Straight,Senior/Non-Binary/Straight
3447,user_9103,Colorblind Mode,115.87,5,4,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
3448,user_7549,Colorblind Mode,65.64,3,2,Young Adult,Male,Straight,Young Adult/Male/Straight
3449,user_5563,High Contrast Mode,44.2,4,1,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
3450,user_3168,High Contrast Mode,90.87,5,4,Teenager,Female,Straight,Teenager/Female/Straight
3451,user_1745,Visual Aid,72.83,2,4,Senior,Male,Straight,Senior/Male/Straight
3452,user_8341,Visual Aid,110.64,5,4,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
3453,user_4238,High Contrast Mode,12.29,1,1,Adult,Male,Straight,Adult/Male/Straight
3454,user_8896,Multilingual,38.23,2,5,Teenager,Non-Binary,Person of Color,Teenager/Non-Binary/Person of Color
3455,user_3880,High Contrast Mode,80.07,5,1,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
3456,user_3896,Multilingual,48.3,2,5,Teenager,Non-Binary,Straight,Teenager/Non-Binary/Straight
3457,user_6205,Colorblind Mode,118.35,5,0,Professional,Non-Binary,Straight,Professional/Non-Binary/Straight
3458,user_4714,Colorblind Mode,91.13,2,5,Teenager,Non-Binary,Straight,Teenager/Non-Binary/Straight
3459,user_9220,Visual Aid,68.78,4,5,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
3460,user_2469,Multilingual,54.94,5,2,Teenager,Male,Straight,Teenager/Male/Straight
3461,user_1815,Multilingual,85.36,1,2,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
3462,user_5647,Visual Aid,39.81,4,4,Professional,Male,Straight,Professional/Male/Straight
3465,user_6799,Colorblind Mode,46.35,3,0,Senior,Non-Binary,Straight,Senior/Non-Binary/Straight
3466,user_4152,Visual Aid,26.25,2,5,Professional,Male,Straight,Professional/Male/Straight
3467,user_5962,High Contrast Mode,105.6,4,4,Young Adult,Male,Straight,Young Adult/Male/Straight
3468,user_8535,Visual Aid,78.45,5,5,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
3470,user_1035,High Contrast Mode,6.89,5,2,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
3471,user_6197,Visual Aid,20.61,1,4,Teenager,Non-Binary,Person of Color,Teenager/Non-Binary/Person of Color
3473,user_3181,High Contrast Mode,29.12,1,1,Adult,Female,Straight,Adult/Female/Straight
3476,user_3400,Colorblind Mode,103.12,3,5,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
3478,user_2638,High Contrast Mode,113.63,2,5,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
3479,user_1575,High Contrast Mode,51.34,5,5,Teenager,Non-Binary,Straight,Teenager/Non-Binary/Straight
3480,user_7112,Multilingual,63.28,4,5,Professional,Non-Binary,Straight,Professional/Non-Binary/Straight
3483,user_760,Multilingual,6.2,1,1,Adult,Male,Straight,Adult/Male/Straight
3484,user_7641,Text-to-Speech,68.09,4,4,Young Adult,Female,Straight,Young Adult/Female/Straight
3485,user_52,Multilingual,116.01,4,3,Adult,Female,Straight,Adult/Female/Straight
3486,user_1568,Text-to-Speech,88.64,1,4,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
3488,user_2555,Multilingual,22.82,1,0,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
3489,user_1372,Visual Aid,18.07,2,0,Teenager,Male,Straight,Teenager/Male/Straight
3490,user_5479,High Contrast Mode,77.69,4,4,Teenager,Male,Straight,Teenager/Male/Straight
3491,user_5509,High Contrast Mode,40.83,1,3,Professional,Male,Straight,Professional/Male/Straight
3492,user_8018,Visual Aid,18.43,1,5,Senior,Non-Binary,Straight,Senior/Non-Binary/Straight
3493,user_4307,Colorblind Mode,24.6,5,0,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
3495,user_2193,Colorblind Mode,48.18,1,3,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
3496,user_6025,High Contrast Mode,19.44,1,4,Senior,Female,Straight,Senior/Female/Straight
3497,user_1646,Visual Aid,48.03,4,0,Teenager,Non-Binary,Person of Color,Teenager/Non-Binary/Person of Color
3498,user_2923,High Contrast Mode,77.52,2,2,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
3501,user_8949,High Contrast Mode,117.31,2,0,Professional,Non-Binary,Straight,Professional/Non-Binary/Straight
3504,user_4758,Colorblind Mode,104.51,3,1,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
3505,user_250,High Contrast Mode,82.72,3,5,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
3507,user_7687,Multilingual,54.99,2,5,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
3508,user_9422,High Contrast Mode,75.12,4,3,Senior,Female,Straight,Senior/Female/Straight
3509,user_1186,Visual Aid,112.44,1,1,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
3510,user_9714,Visual Aid,75.56,1,0,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
3511,user_4983,Text-to-Speech,81.79,3,1,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
3512,user_4361,High Contrast Mode,59.0,2,5,Teenager,Non-Binary,Straight,Teenager/Non-Binary/Straight
3513,user_5602,Colorblind Mode,37.62,5,2,Adult,Non-Binary,LGBTQ+,Adult/Non-Binary/LGBTQ+
3515,user_7758,Colorblind Mode,67.06,2,0,Senior,Non-Binary,Straight,Senior/Non-Binary/Straight
3516,user_7160,Colorblind Mode,24.41,3,5,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
3518,user_9535,High Contrast Mode,31.57,5,3,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
3520,user_2467,High Contrast Mode,23.4,4,4,Teenager,Female,Straight,Teenager/Female/Straight
3521,user_5634,High Contrast Mode,41.69,5,4,Professional,Non-Binary,Straight,Professional/Non-Binary/Straight
3522,user_3304,Text-to-Speech,64.41,5,1,Young Adult,Female,Straight,Young Adult/Female/Straight
3523,user_6734,High Contrast Mode,34.19,3,5,Adult,Male,Straight,Adult/Male/Straight
3524,user_7395,Text-to-Speech,47.97,1,3,Professional,Male,Straight,Professional/Male/Straight
3525,user_1692,Multilingual,54.81,3,3,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
3527,user_7955,Multilingual,29.67,4,0,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
3528,user_2013,Visual Aid,81.59,5,1,Teenager,Male,Straight,Teenager/Male/Straight
3529,user_2234,Text-to-Speech,64.35,4,4,Senior,Female,Straight,Senior/Female/Straight
3530,user_708,High Contrast Mode,50.0,5,0,Professional,Male,Straight,Professional/Male/Straight
3531,user_3739,Multilingual,56.79,1,4,Professional,Male,Straight,Professional/Male/Straight
3532,user_4999,Multilingual,72.07,5,4,Teenager,Female,Straight,Teenager/Female/Straight
3533,user_6010,Visual Aid,13.14,4,2,Adult,Male,Straight,Adult/Male/Straight
3534,user_7858,Visual Aid,90.97,5,5,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
3535,user_4398,Multilingual,75.24,3,0,Adult,Female,Straight,Adult/Female/Straight
3537,user_7281,Text-to-Speech,41.43,4,2,Adult,Female,Straight,Adult/Female/Straight
3538,user_5584,Multilingual,42.18,2,2,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
3539,user_6237,Text-to-Speech,16.72,3,1,Teenager,Male,Straight,Teenager/Male/Straight
3542,user_3411,Visual Aid,85.28,4,0,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
3544,user_776,Multilingual,40.75,2,4,Adult,Non-Binary,LGBTQ+,Adult/Non-Binary/LGBTQ+
3545,user_2138,Text-to-Speech,79.3,2,1,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
3546,user_3030,Multilingual,109.8,2,3,Teenager,Male,Straight,Teenager/Male/Straight
3547,user_4794,High Contrast Mode,18.39,3,1,Young Adult,Male,Straight,Young Adult/Male/Straight
3548,user_2921,Text-to-Speech,77.88,4,0,Professional,Male,Straight,Professional/Male/Straight
3549,user_2115,Visual Aid,38.38,1,2,Adult,Female,Straight,Adult/Female/Straight
3552,user_1501,Visual Aid,115.54,5,0,Adult,Female,Straight,Adult/Female/Straight
3553,user_6594,Colorblind Mode,34.87,1,1,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
3556,user_3736,Multilingual,71.83,1,4,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
3559,user_5827,Colorblind Mode,43.96,1,3,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
3560,user_1385,Colorblind Mode,15.63,2,2,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
3562,user_7400,High Contrast Mode,67.9,5,0,Teenager,Female,Straight,Teenager/Female/Straight
3563,user_2619,Text-to-Speech,86.97,4,1,Professional,Male,Straight,Professional/Male/Straight
3564,user_1073,High Contrast Mode,27.11,3,5,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
3566,user_1126,High Contrast Mode,105.54,1,2,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
3567,user_5190,Colorblind Mode,72.88,5,5,Teenager,Male,Straight,Teenager/Male/Straight
3569,user_2650,Multilingual,7.53,3,1,Professional,Non-Binary,Straight,Professional/Non-Binary/Straight
3571,user_143,Visual Aid,36.06,3,4,Adult,Male,Straight,Adult/Male/Straight
3572,user_9477,Colorblind Mode,57.01,4,4,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
3573,user_3479,Multilingual,116.85,1,0,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
3574,user_911,Visual Aid,58.92,4,2,Teenager,Non-Binary,Straight,Teenager/Non-Binary/Straight
3575,user_6909,Text-to-Speech,112.95,5,4,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
3576,user_7720,Colorblind Mode,22.72,5,0,Professional,Male,Straight,Professional/Male/Straight
3577,user_7029,High Contrast Mode,7.79,2,4,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
3578,user_4206,Visual Aid,105.31,5,2,Senior,Non-Binary,Straight,Senior/Non-Binary/Straight
3579,user_2060,Visual Aid,62.21,5,2,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
3581,user_1911,Text-to-Speech,116.37,5,0,Young Adult,Female,Straight,Young Adult/Female/Straight
3583,user_8171,High Contrast Mode,118.97,5,2,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
3584,user_4024,Colorblind Mode,114.06,4,5,Adult,Non-Binary,LGBTQ+,Adult/Non-Binary/LGBTQ+
3586,user_658,Visual Aid,96.31,4,0,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
3587,user_1275,High Contrast Mode,111.15,2,5,Senior,Female,Straight,Senior/Female/Straight
3590,user_506,High Contrast Mode,67.31,3,2,Adult,Female,Straight,Adult/Female/Straight
3591,user_4300,High Contrast Mode,114.77,4,0,Adult,Female,Straight,Adult/Female/Straight
3593,user_588,Text-to-Speech,17.64,5,4,Young Adult,Female,Straight,Young Adult/Female/Straight
3594,user_788,Visual Aid,117.37,4,2,Professional,Non-Binary,Straight,Professional/Non-Binary/Straight
3597,user_768,Visual Aid,44.51,5,1,Senior,Male,Straight,Senior/Male/Straight
3598,user_5101,High Contrast Mode,36.12,3,4,Senior,Non-Binary,Straight,Senior/Non-Binary/Straight
3599,user_9592,Colorblind Mode,46.8,3,1,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
3603,user_8763,Multilingual,79.6,2,0,Professional,Female,Straight,Professional/Female/Straight
3604,user_6562,Visual Aid,84.66,4,3,Senior,Female,Straight,Senior/Female/Straight
3605,user_5676,Multilingual,116.3,4,1,Teenager,Male,Straight,Teenager/Male/Straight
3607,user_342,High Contrast Mode,64.49,1,1,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
3608,user_3281,High Contrast Mode,65.4,3,0,Professional,Male,Straight,Professional/Male/Straight
3610,user_9785,Multilingual,100.65,5,4,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
3612,user_3450,Colorblind Mode,33.98,3,1,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
3613,user_7737,Text-to-Speech,69.63,5,2,Adult,Non-Binary,LGBTQ+,Adult/Non-Binary/LGBTQ+
3614,user_2976,Multilingual,79.64,1,3,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
3616,user_7527,High Contrast Mode,89.17,2,3,Adult,Male,Straight,Adult/Male/Straight
3617,user_8673,Multilingual,110.28,4,2,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
3618,user_3770,High Contrast Mode,79.82,1,5,Teenager,Male,Straight,Teenager/Male/Straight
3619,user_9400,High Contrast Mode,17.94,2,2,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
3622,user_134,High Contrast Mode,106.99,3,4,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
3623,user_2729,High Contrast Mode,95.46,1,0,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
3627,user_5039,High Contrast Mode,110.7,3,2,Adult,Male,Straight,Adult/Male/Straight
3628,user_4389,Colorblind Mode,59.4,3,2,Teenager,Female,Straight,Teenager/Female/Straight
3629,user_8664,High Contrast Mode,70.47,1,5,Teenager,Female,Straight,Teenager/Female/Straight
3630,user_8910,Multilingual,66.54,2,3,Senior,Male,Straight,Senior/Male/Straight
3631,user_8920,High Contrast Mode,21.96,5,4,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
3632,user_365,High Contrast Mode,117.31,3,0,Senior,Male,Straight,Senior/Male/Straight
3633,user_8057,Multilingual,109.39,5,1,Adult,Male,Straight,Adult/Male/Straight
3634,user_6705,Multilingual,109.37,5,1,Professional,Male,Straight,Professional/Male/Straight
3636,user_7139,Visual Aid,58.73,2,0,Teenager,Non-Binary,Straight,Teenager/Non-Binary/Straight
3637,user_5848,High Contrast Mode,107.01,1,3,Senior,Female,Straight,Senior/Female/Straight
3638,user_7581,High Contrast Mode,76.49,5,0,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
3639,user_7752,Colorblind Mode,10.96,5,1,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
3640,user_6536,Visual Aid,96.85,5,3,Young Adult,Female,Straight,Young Adult/Female/Straight
3641,user_5153,High Contrast Mode,112.78,1,5,Adult,Non-Binary,LGBTQ+,Adult/Non-Binary/LGBTQ+
3642,user_5110,High Contrast Mode,109.41,4,3,Senior,Male,Straight,Senior/Male/Straight
3643,user_3496,High Contrast Mode,58.76,5,5,Young Adult,Female,Straight,Young Adult/Female/Straight
3644,user_9369,Visual Aid,83.83,1,1,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
3645,user_5776,High Contrast Mode,73.93,1,5,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
3647,user_2691,High Contrast Mode,31.14,5,0,Professional,Non-Binary,Straight,Professional/Non-Binary/Straight
3648,user_9079,Visual Aid,93.2,5,0,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
3650,user_1639,Multilingual,97.73,2,4,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
3651,user_4200,Multilingual,84.5,3,0,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
3652,user_6942,High Contrast Mode,89.48,5,1,Professional,Female,Straight,Professional/Female/Straight
3653,user_3868,Colorblind Mode,110.72,2,4,Teenager,Male,Straight,Teenager/Male/Straight
3654,user_1195,Multilingual,107.64,3,0,Senior,Non-Binary,Straight,Senior/Non-Binary/Straight
3655,user_2723,Multilingual,78.65,2,2,Senior,Male,Straight,Senior/Male/Straight
3656,user_4841,Visual Aid,108.78,1,2,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
3657,user_5612,Text-to-Speech,29.9,4,4,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
3658,user_3875,Visual Aid,33.84,4,0,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
3659,user_4247,Visual Aid,26.14,3,4,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
3661,user_4287,Multilingual,85.4,4,0,Young Adult,Male,Straight,Young Adult/Male/Straight
3663,user_1079,Visual Aid,40.89,1,5,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
3664,user_1249,Text-to-Speech,44.17,2,4,Teenager,Non-Binary,Person of Color,Teenager/Non-Binary/Person of Color
3666,user_559,High Contrast Mode,9.63,5,2,Adult,Female,Straight,Adult/Female/Straight
3667,user_8345,High Contrast Mode,72.01,5,5,Senior,Female,Straight,Senior/Female/Straight
3672,user_9143,Colorblind Mode,101.3,5,4,Young Adult,Female,Straight,Young Adult/Female/Straight
3673,user_2591,Visual Aid,36.6,5,2,Senior,Female,Straight,Senior/Female/Straight
3674,user_2376,Text-to-Speech,38.94,4,2,Teenager,Non-Binary,Straight,Teenager/Non-Binary/Straight
3675,user_2677,Colorblind Mode,61.84,5,0,Teenager,Male,Straight,Teenager/Male/Straight
3676,user_3498,Colorblind Mode,98.19,4,0,Adult,Non-Binary,LGBTQ+,Adult/Non-Binary/LGBTQ+
3678,user_4441,Text-to-Speech,80.59,5,3,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
3679,user_9388,Visual Aid,98.24,4,5,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
3681,user_4562,Text-to-Speech,33.4,5,4,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
3682,user_7440,Colorblind Mode,108.83,5,3,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
3683,user_4950,Text-to-Speech,53.33,4,2,Senior,Female,Straight,Senior/Female/Straight
3684,user_8780,Multilingual,6.77,2,5,Adult,Male,Straight,Adult/Male/Straight
3685,user_4977,Multilingual,61.1,3,4,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
3689,user_5086,Colorblind Mode,110.63,3,4,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
3690,user_4936,Multilingual,95.72,2,5,Professional,Male,Straight,Professional/Male/Straight
3691,user_5384,Multilingual,55.26,4,3,Young Adult,Male,Straight,Young Adult/Male/Straight
3693,user_4301,Visual Aid,48.93,3,0,Teenager,Female,Straight,Teenager/Female/Straight
3694,user_2902,High Contrast Mode,34.7,2,4,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
3697,user_7594,Colorblind Mode,41.0,4,2,Teenager,Male,Straight,Teenager/Male/Straight
3698,user_2302,Visual Aid,44.08,2,4,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
3699,user_9608,Multilingual,71.31,4,3,Teenager,Non-Binary,Person of Color,Teenager/Non-Binary/Person of Color
3700,user_1525,Multilingual,33.39,1,2,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
3702,user_2171,Text-to-Speech,62.94,5,2,Adult,Non-Binary,LGBTQ+,Adult/Non-Binary/LGBTQ+
3704,user_909,Colorblind Mode,40.46,4,0,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
3705,user_7859,Text-to-Speech,67.85,2,0,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
3706,user_1053,Text-to-Speech,5.58,2,0,Adult,Non-Binary,LGBTQ+,Adult/Non-Binary/LGBTQ+
3708,user_3326,Text-to-Speech,6.7,4,5,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
3709,user_9492,High Contrast Mode,75.43,1,4,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
3710,user_1398,Colorblind Mode,53.52,2,0,Senior,Non-Binary,Straight,Senior/Non-Binary/Straight
3711,user_4421,High Contrast Mode,49.87,1,3,Adult,Male,Straight,Adult/Male/Straight
3713,user_8767,High Contrast Mode,86.43,3,2,Adult,Female,Straight,Adult/Female/Straight
3715,user_7221,Visual Aid,81.5,3,0,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
3716,user_6607,Text-to-Speech,84.11,4,2,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
3717,user_4615,Text-to-Speech,75.87,1,5,Young Adult,Male,Straight,Young Adult/Male/Straight
3719,user_1889,Visual Aid,20.3,3,2,Senior,Female,Straight,Senior/Female/Straight
3720,user_2168,High Contrast Mode,82.17,2,4,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
3723,user_5761,Colorblind Mode,29.85,1,4,Adult,Male,Straight,Adult/Male/Straight
3724,user_5285,Colorblind Mode,39.56,4,5,Professional,Non-Binary,Straight,Professional/Non-Binary/Straight
3725,user_4325,Multilingual,80.79,4,5,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
3726,user_6012,Colorblind Mode,107.82,2,4,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
3727,user_2414,Text-to-Speech,22.58,1,0,Senior,Male,Straight,Senior/Male/Straight
3728,user_5490,Text-to-Speech,84.49,5,2,Young Adult,Female,Straight,Young Adult/Female/Straight
3729,user_9357,High Contrast Mode,38.07,4,4,Senior,Male,Straight,Senior/Male/Straight
3732,user_7234,High Contrast Mode,59.12,2,4,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
